U1	U2	U3	Title	School	Total_Edits
-0.90691113	7.758011	3.1023872	Celebrity Poker Showdown	UCSD	1
0.25409684	6.4389477	1.1891633	Peer-to-Peer Streaming Systems and Incentive Mechanisms	UCB	3
2.0300796	7.475063	0.45915672	Accumulated cyclone energy	UCB	7
-0.29462105	10.70351	2.8668065	Talk:Kings Canyon National Park	UCSB	1
3.0719888	12.90915	2.6941018	May Fourth Movement	UCB	3
-0.35383254	8.105354	0.8865731	Fallas	UCI	1
0.21463014	10.140261	3.4018123	Laurel, Oakland, California	UCB	1
0.66594344	8.759927	-2.1248167	Pityriasis rosea	UCSD	2
-0.0017056996	10.072862	3.8375316	Annapolis, Maryland	UCSD	2
-0.8999327	7.806754	-1.3402038	DPF	UCLA	2
0.62252593	7.3842144	1.3905551	Paranoia Agent	UCSF	1
1.8120506	3.3618612	3.7193158	Wikipedia talk:Articles for deletion/Cyber Monday	UCSC	1
1.8091065	3.3624296	3.7209487	Wikipedia:Articles for deletion/Cyber Monday	UCSC	1
-0.587041	7.293946	-0.67823213	Glock 22	UCD	2
0.6686477	7.5755076	0.9644514	Trade	UCSD	1
0.29180846	7.705848	-0.24312064	Philip Glass	UCSD	5
0.02419294	7.2965865	1.0535882	25 O'Clock	UCI	1
0.54551363	9.712131	-1.1475215	Oak	UCB	2
-4.1839137	10.209682	-1.6600108	Gene Myers	UCB	3
0.6599655	9.200112	1.3427839	Epic poetry	UCLA	4
-2.9664912	7.5068417	3.8170369	Academy Award for Best Actress	UCB	2
-0.13639121	10.232173	2.4805975	Appalachian Mountains	UCSD	2
-0.11309398	9.210754	-0.38633627	Cat	UCSB	4
1.3222904	9.561376	2.480836	Geography of Canada	UCSD	1
2.0249867	6.020923	0.08790744	Wishart distribution	UCLA	3
0.63591415	6.5796576	1.2600923	Cyberpunk	UCB	2
1.3645782	9.920274	4.583203	School choice	UCB	3
1.8001438	10.358133	3.597183	Education in Hong Kong	UCD	4
2.2356308	8.586125	0.97560114	Queer theory	UCB	12
-1.8615303	8.349467	-1.5013146	Jutsu (Naruto)	UCM	25
-3.8744774	9.785381	-0.68324375	Harold Stassen	UCB	7
-0.5574176	8.00348	1.5235479	Red Rackham's Treasure	UCD	2
1.1053145	6.90689	-0.60879296	Electricity	UCSC	3
-1.8846745	8.853164	-1.671558	Hagia Sophia	UCLA	2
1.7415513	3.3050766	3.8446128	Wikipedia:Articles for deletion/Vaginoid	UCSC	1
-2.214524	7.399656	0.45080975	Template:Characters of Fullmetal Alchemist	UCI	1
2.0536895	8.163788	-0.19420153	Talk:Bipolar disorder	UCSF	3
0.66626793	7.808321	1.143295	Meaning of life	UCB	8
1.5807039	8.811184	0.17087424	Food and Drug Administration	UCLA	3
-1.1759923	9.11014	0.9605463	...And Justice for All (album)	UCLA	1
-0.7869312	8.527019	0.7390617	Talk:Metallica	UCLA	3
-2.2176068	7.4180403	0.5366806	List of Fullmetal Alchemist episodes	UCI	1
-0.7277456	9.480373	-2.1198995	Vinny Testaverde	UCLA	3
2.3047903	10.828772	0.9768981	Flight 714 to Sydney	UCD	3
0.06376039	9.1623	-1.4769825	Carbene	UCI	3
0.6269287	9.269227	1.3330158	Paterson (poem)	UCSC	3
-1.466535	9.474931	1.9282061	List of operas by title	UCI	2
1.4937068	2.7193851	3.9211073	Wikipedia:Requested articles/Music	UCB	16
-0.2474145	7.97707	-0.6250304	Talk:LOL	UCB	1
-4.030919	10.168999	-0.79256034	Stanley B. Prusiner	UCSF	4
-4.146811	10.194732	-0.9008421	Dick	UCR	6
0.41630778	9.750808	-1.4467045	Coriander	UCSD	6
-3.2227476	10.986035	-0.24446018	Ernest Hemingway	UCLA	4
1.4263113	9.123114	2.9765234	Stonewall riots	UCLA	7
-2.630644	12.022365	0.031093616	Oprah Winfrey	UCSD	3
-0.07199454	10.132679	3.7935925	Austin St. John	UCSB	1
-0.5982595	10.3883915	3.0050426	Rizal Park	UCB	2
2.8612556	9.394118	-3.5786998	Plasmodium	UCI	2
0.99749696	10.770799	3.121735	Happy Hollow Park & Zoo	UCSB	1
-3.3214946	9.575916	-0.7803576	Shyster	UCB	1
-0.3746134	8.539046	-1.8577427	Manichaeism	UCR	1
1.2336657	9.976607	2.2072587	Galicia (Spain)	UCSC	4
-2.0267863	11.251579	-1.8309692	Mario Vargas Llosa	UCD	2
2.4923024	7.1330433	1.9430177	Talk:Lincoln–Douglas debate format	UCSB	3
-1.9110228	8.630425	-2.2268946	Shikomizue	UCSC	1
-0.22812891	7.8237147	-0.7096078	Talk:YTMND	UCB	3
1.3817785	6.5313873	2.1695824	Talk:Best Buy/Archive 1	UCSD	1
-0.76061815	7.9489307	1.8489594	Thirteen (2003 film)	UCSB	4
-1.9678683	10.254356	-2.3776379	Zaim Imamović	UCB	1
-1.7932119	9.519167	-2.3868277	Nada Mamula	UCB	1
1.7806857	7.5087843	-1.3007432	Calorie restriction	UCB	2
-3.1760397	10.524094	0.14476618	Talk:Harry S. Truman	UCSB	1
0.66230565	9.344464	2.5135548	HMS Shannon (1806)	UCB	1
2.478609	8.037212	0.47718492	Lists of invasive species	UCLA	2
0.32777783	10.500675	3.1946876	Terra Linda, San Rafael, California	UCLA	1
1.7080263	8.788383	0.3089316	Agroecology	UCB	3
1.5747919	6.9938564	2.1931758	Talk:Mennonites/Archive 1	UCSB	11
-0.8877463	8.321259	4.1655784	Aquatics at the 2005 SEA Games	UCB	3
1.0740179	7.298684	-1.0465834	Superfluid helium-4	UCSD	3
-1.0062735	8.97378	1.3863249	B in the Mix: The Remixes	UCSB	1
-0.5324864	7.9897766	-2.0662887	Lullubi	UCSC	1
-2.1942465	11.089739	-1.6820168	Talk:Antonio Villaraigosa	UCSD	1
1.2961758	8.799162	-1.1084385	Food allergy	UCB	3
1.8198111	8.397399	-2.1426625	Diabetes	UCLA	4
-1.2439874	10.650414	-1.4377838	Al Pacino	UCLA	5
-1.7953856	9.158672	-3.1448085	Vikram Seth	UCB	2
-3.5664465	11.174556	-1.1849569	Ryan Cabrera	UCSC	1
0.22143374	9.347641	-1.927288	Acorus calamus	UCB	2
-0.65481573	10.191946	1.5602341	Spirit bear	UCLA	1
-1.0773649	6.8745203	1.9688075	Voyager Golden Record	UCI	3
-0.8666781	8.492901	-1.6253688	Talk:Lich	UCSC	1
2.5233755	9.509664	1.8873061	Women in Iran	UCSB	6
-2.3044639	11.119341	-1.7482848	Jorge Luis Borges	UCSD	4
2.07913	10.730557	2.4331234	Republic of Taiwan	UCM	2
1.3415344	7.1481967	1.1261353	Timeline of historic inventions	UCD	2
-3.5158386	10.900616	-0.034698993	Jim Gibbons (American politician)	UCLA	1
1.2378688	11.443925	1.8821849	Battle of Mogadishu (1993)	UCLA	4
-3.4151208	11.223026	-0.881351	Joe Nedney	UCLA	1
-1.2668916	9.3328285	-2.100997	M. K. Asante	UCLA	20
-1.234356	8.518561	-2.3909457	Molefi Kete Asante	UCLA	5
0.46883455	8.318321	1.067252	Talk:The Creeping Terror	UCSF	2
-2.183587	11.262794	-1.7653046	Pepe Sánchez	UCB	2
-2.379823	12.176773	0.21554808	Margaret Garner	UCI	1
1.0817788	9.871647	4.4703884	California State University, Long Beach	UCB	7
-0.8861174	9.037358	1.4013325	Interval (music)	UCR	4
-0.96830064	9.164529	1.0305047	Chord (music)	UCSC	2
-1.0930508	9.084892	1.1547301	Journey (band)	UCLA	3
-1.5380806	7.706665	1.7908909	Series finale	UCI	5
-1.0109737	9.004945	-1.5995115	Saleen	UCSC	1
0.08828099	9.304798	-1.9174054	Acrobatic Tenement	UCR	3
0.33197507	8.650693	-2.4297762	Aspartame	UCI	1
0.5529688	10.226741	3.2759016	California English	UCSB	21
1.557606	7.21954	1.8367426	Stock market	UCB	3
-2.9375892	9.661361	-0.81139666	Ray Combs	UCLA	2
-1.4725341	9.846651	-0.061361156	Mission burrito	UCB	1
1.4017158	9.869476	1.9291201	List of Indigenous people of the Americas	UCD	2
0.83213395	7.8303914	0.05372805	Paper Mate	UCB	4
-0.668239	8.570248	-1.6051774	Novell	UCLA	1
-0.641726	7.0717883	-0.8157215	RC-1262	UCSD	6
1.8891579	8.441794	-1.8678437	Lymphocyte	UCSD	6
1.2907712	8.351102	-0.8480995	Face transplant	UCSC	1
-2.279042	8.126271	0.23495217	Raven-Symoné	UCLA	1
0.54506093	8.535055	-2.1859226	Talk:Prosopagnosia	UCR	1
-1.2208068	9.775666	4.8511515	Template:New Orleans Saints roster	UCLA	14
-0.86736804	9.565284	4.036447	Baltimore Memorial Stadium	UCR	1
-1.4889724	9.663352	1.2084692	Bass-baritone	UCI	1
1.8550384	8.409889	-2.0474346	Insulin-like growth factor 1	UCR	2
-1.0944091	8.946313	0.3658522	Lúnasa (band)	UCLA	7
2.169663	9.30439	1.7176536	List of Jewish American playwrights	UCI	3
-0.078063026	9.28165	-1.6590631	Cillian Vallely	UCLA	2
-3.568043	10.316441	-0.83909357	Robert B. Spencer	UCLA	1
-1.5801046	9.020387	-2.2677317	Sasuke Uchiha	UCD	10
1.4013463	6.7129464	-1.2963343	Paramagnetism	UCSD	3
2.1847968	9.322482	1.760704	List of Jewish American entertainers	UCB	2
1.8113923	6.2669563	-0.271577	The Calculus Affair	UCD	1
1.759767	9.909625	0.6433318	Cigars of the Pharaoh	UCD	2
-0.6142309	7.329646	0.41382265	The Shooting Star	UCD	1
0.2886705	9.190643	-0.97068727	Tintin in America	UCD	1
-0.86256987	10.53159	1.1542705	The Red Sea Sharks	UCD	2
-0.36824414	9.094082	-1.8682878	Ataraxy	UCSC	3
0.30436993	9.208161	-0.9768589	Tintin in Tibet	UCD	1
0.28786188	9.205232	-0.96769994	List of The Adventures of Tintin characters	UCD	1
0.5765472	9.617201	3.40975	Metropolitan Transportation Commission (San Francisco Bay Area)	UCLA	1
-0.14763515	7.0842533	-0.261142	Nikon F5	UCB	1
-1.7313637	8.860006	-2.2462544	Maki (Final Fight)	UCD	2
2.3076184	9.914698	1.2854602	Talk:Buddhism	UCI	1
-4.425928	10.577707	-1.3649315	Harold Russell	UCD	1
-1.4003065	7.6984396	1.7459536	Numbers (TV series)	UCR	1
-3.5555508	9.916956	-0.5274641	JJ Redick	UCLA	20
-1.6362157	9.238044	-2.1475546	Saffron	UCSB	1
1.8380891	9.931983	2.1986842	Nigeria	UCSC	1
-2.7086978	10.286718	-1.9476928	Ivan (disambiguation)	UCB	3
0.38656035	8.484818	0.12191116	Shoe size	UCD	2
-1.4383179	9.142079	-2.0737646	Densha Otoko	UCLA	3
0.2260554	6.441417	1.2181664	AT&T	UCB	6
-0.7702238	8.877975	4.658498	ACC–Big Ten Challenge	UCLA	4
0.17943193	8.534645	0.6847771	Barenaked Ladies	UCI	1
0.03678786	10.04961	2.8714905	San Diego–Coronado Bridge	UCB	5
-0.7851592	9.742369	4.147134	San Jose Sharks	UCB	27
2.1479445	8.278692	0.005119622	Major depressive disorder	UCSD	2
1.8133821	7.588889	2.5737646	First National Bank of Boston v. Bellotti	UCSC	1
-0.3368588	9.3255825	-2.0439806	Esquipulas	UCSC	1
-0.5499058	9.4599085	0.20778063	Topdog/Underdog	UCB	1
-3.327539	10.15997	0.72256374	List of The Colbert Report episodes	UCB	4
-0.25394604	10.467831	-2.2230237	Mandrake (plant)	UCB	1
-1.3651885	8.781603	-1.2023871	Slut	UCSC	1
-0.21206757	9.146569	0.1560645	Cake	UCR	1
0.6595963	9.014663	-2.0820968	Apolo Ohno	UCSD	10
2.4162316	5.571732	-0.3326606	2,3-sigmatropic rearrangement	UCSD	2
-1.9134791	8.552432	-2.19357	Fujiwara no Tadazane	UCSD	3
0.9441986	8.1162815	1.6153917	Montessori education	UCR	1
-3.972883	10.126661	-0.42419004	Colin Hanks	UCLA	2
-0.40834653	8.477659	-2.5365086	Nemonymous	UCSC	1
-1.0857216	10.040424	-1.4279478	Le Bœuf sur le toit	UCSB	1
-1.3018221	8.385867	2.1177366	The Godfather	UCSD	5
-3.7018604	10.360559	0.49757487	Samuel L. Jackson	UCSB	3
-2.8808944	11.719409	-0.18519445	Amy Goodman	UCSC	4
1.159825	7.0603166	0.54656446	Evolutionary robotics	UCSC	3
1.8632159	8.513921	1.3269593	Culture jamming	UCI	9
1.5634156	7.9676127	1.784863	Talk:Personal jurisdiction	UCLA	1
0.64595747	6.604111	1.2494503	Talk:Cyberpunk	UCSC	2
1.7641423	9.179267	2.182766	Sandinista National Liberation Front	UCSC	2
1.6871272	4.090195	2.7950778	Wikipedia:Requests for adminship/BD2412	UCB	1
-0.050299983	13.93097	0.6890179	User:Scott Ritchie	UCD	2
2.183616	7.6651735	2.2915993	Read my lips: no new taxes	UCI	3
1.5235876	3.594675	3.0900488	Wikipedia:Requested articles/Sports	UCSC	11
1.6497834	8.421855	1.6605802	Anarchism	UCI	2
-2.8438337	7.954027	-1.6888885	Chengdu J-10	UCLA	16
-1.9985944	7.6647863	0.65233934	Love Hina minor characters	UCR	1
-1.9743763	7.622555	0.7892509	List of Love Hina characters	UCSB	3
1.2429668	7.049873	1.3304111	Open innovation	UCB	3
2.0469766	9.497007	1.5751399	St. Michael's Church, Hildesheim	UCSB	1
-1.1148287	7.0836043	-2.1166294	User talk:Prodego	UCB	1
-3.7640493	11.033692	-0.23199634	Joe Thornton	UCSC	8
0.041656643	6.781258	1.303038	IHeartMedia	UCB	3
-0.6634418	7.8836584	2.1367779	Women's cinema	UCB	3
0.63706064	7.003762	1.2506967	Ask.com	UCR	1
0.11828022	8.13752	-1.5754341	Inbetweening	UCSD	1
1.7597274	8.769556	-0.63929814	Talk:Fuel cell	UCSB	1
-1.6242574	8.870441	-2.9637938	Sindri (Dhanbad)	UCSD	3
-2.221644	11.592067	-1.5646478	Cesar Chavez	UCSD	9
1.3581754	7.7935095	1.6905346	Pass law	UCSB	2
1.7296638	5.824325	-0.1046936	Matrix chain multiplication	UCI	1
0.70888484	9.157221	-0.3639585	Black powder	UCB	2
1.6186005	6.807276	-0.59440416	Psychic Force	UCSC	1
1.2214525	10.477459	4.9944835	Talk:De La Salle High School (Concord, California)	UCLA	1
3.902318	4.4041705	3.8304431	October 31	UCSB	4
1.7178167	7.419513	0.4670601	Reduction (linguistics)	UCSC	1
-1.4106426	10.054981	-2.8277478	Al-Qaeda	UCB	6
-4.1961327	10.0875845	-0.5857985	Karl Pearson	UCB	4
-1.6295576	9.1760025	1.6711584	Tila Tequila	UCD	3
-0.07744422	7.2143197	0.00022505538	Eureka Seven	UCD	3
0.35481128	10.5920105	3.5009654	Tuolumne City, California	UCD	3
-2.6496148	10.850545	-1.1702094	Augustin-Jean Fresnel	UCSD	1
-2.3091986	10.8382435	-1.5227696	Nicolas Léonard Sadi Carnot	UCSD	1
-0.7947744	9.706049	4.2734647	Talk:Los Angeles Kings	UCLA	1
-3.9950318	11.021546	-0.7668968	Mark LeVine	UCI	5
-1.9193453	7.648532	1.4820238	List of Red Dwarf episodes	UCSD	1
1.6262938	9.681262	-0.8272625	Smoking cessation	UCSD	10
1.5084269	8.36066	2.3921046	Torture	UCSB	66
1.6269974	9.668225	-0.94808257	Nicotine replacement therapy	UCSD	17
-0.2517431	7.280362	-0.6117813	4 sights	UCSD	1
2.2876675	10.73231	1.1000018	Lists of airlines	UCSC	2
-2.6799862	10.34191	-1.3076386	User talk:Johann Wolfgang	UCLA	2
-0.34156984	8.414199	0.07010954	Blue ground	UCSB	2
-0.010451896	7.502662	-0.4263763	List of diamonds	UCSB	1
-1.2753028	8.282796	-2.2376559	Koh-i-Noor	UCSB	1
-1.9265301	9.259491	-1.1639893	Ge	UCSD	2
0.79506654	9.51811	-0.2480558	Sugar Act	UCSB	1
0.33120534	7.037221	3.5345678	2005 Atlantic hurricane season statistics	UCB	7
-0.07111582	10.117697	3.5560265	Vernon, Connecticut	UCB	1
1.2217357	11.444474	1.8840955	Battle of Hattin	UCLA	2
-1.8063736	8.589978	3.3902445	WWE Championship	UCB	2
-4.424555	10.118661	-0.3741508	Talk:Adam Curry	UCLA	1
-0.68668854	7.6831784	-1.2955953	B2K	UCD	4
0.59362566	6.3777685	0.5384402	Talk:Comparison of raster graphics editors	UCSD	1
-1.5439929	9.16394	-2.1340218	Surya Bonaly	UCSD	1
-2.541051	12.121371	0.080286026	Barbara Hutton	UCB	1
-2.3155987	11.754092	0.14228554	Elizabeth Bennet	UCB	2
-3.7681818	10.638915	-0.3606915	Mr. Bennet (Pride and Prejudice)	UCB	1
0.35512882	6.709247	1.5253052	Category 5 cable	UCLA	2
-0.85423744	8.733906	-1.6135561	Liger	UCSC	5
0.8077424	8.50838	-1.3747911	Gastrin	UCI	3
1.3082935	8.375348	-0.3762309	Sewage treatment	UCD	2
-1.4389048	9.379239	0.7767402	Hilary Duff (album)	UCLA	3
2.2769847	5.73843	-0.16995884	Inequality (mathematics)	UCLA	7
-4.6428924	10.1249	-0.43959543	Kobe Bryant	UCB	58
-4.516424	10.490192	0.14979775	Peter Jones (actor)	UCM	1
-2.5138772	11.267906	-0.0036391784	R. Kelly	UCR	5
1.6289579	7.792803	2.1263108	First Estate	UCR	1
-0.3658734	8.648505	1.1975149	Tears of the Sun	UCSB	1
2.4504085	7.73882	-0.974516	Gene Trautmann	UCSD	1
-3.5678694	10.760306	-0.8301352	Anthony Braxton	UCSD	1
-2.9522936	10.154568	-1.2992069	Heinrich Heine	UCD	2
1.1836079	10.512632	5.096531	Redlands High School	UCI	6
-0.18179348	10.333859	0.49379668	Otter	UCSD	1
-0.71640337	9.314295	4.7789736	Rose Bowl Game	UCB	2
0.24922659	6.928431	1.3287239	MIT Media Lab	UCI	1
-0.24552584	6.5437098	-0.51280266	Orion (constellation)	UCB	2
-4.657586	10.946064	-0.62172544	John Calvin	UCSD	7
-0.3812804	7.8641033	2.3156848	XNA Studio	UCSD	1
1.1179867	10.600532	5.069007	Capistrano Unified School District	UCB	5
-0.33325955	9.2500105	4.699092	UCLA Bruins	UCLA	32
1.6609885	9.729456	1.5395619	Talk:List of languages by number of native speakers	UCSB	2
1.1123469	8.603779	3.0796716	Professor	UCB	4
-3.0268817	8.358982	-1.7235044	Yao people	UCD	6
-1.1091853	7.0961976	1.1926544	Call of Duty 2	UCB	2
-3.4603248	10.856353	-1.027566	Ben Stein	UCSC	1
0.5054591	8.978323	2.5650945	Urban renewal	UCB	1
-0.11667138	9.963055	2.930869	Pigeon Point Lighthouse	UCSC	4
-3.9139159	10.451033	-0.4832394	David Hilbert	UCB	4
-3.326185	10.148203	-1.7458836	Larry Zbyszko	UCSD	1
-1.7342377	8.569583	3.400558	Professional wrestling match types	UCSC	3
-3.5477471	10.627877	-0.52997905	Edge (wrestler)	UCSD	1
-2.9658089	9.984342	-0.43472064	Christian Cage	UCSD	3
-0.629613	9.246712	0.99104965	Edge & Christian	UCSD	3
-1.7859943	8.602086	3.4370549	Women in WWE	UCSD	1
-1.797904	8.577969	3.376695	WWE Tough Enough	UCR	2
-3.6923556	10.342063	-1.6485388	Daniel Puder	UCSD	1
-4.4429216	10.708093	-0.48530883	Dudley Boyz	UCSD	1
-1.836549	8.589669	3.4185996	WWE Draft (version 2)	UCSD	2
-0.5496912	9.845022	3.9851167	Diamond Dallas Page	UCSD	2
1.5643868	8.498132	-1.3805169	Capillary action	UCSB	1
1.764053	9.266558	2.4172726	Reconstruction of Germany	UCSD	1
-4.0921693	11.683778	-0.94948614	Ron Simmons	UCSD	1
-1.7422912	9.439094	-1.8065807	Gurinder Chadha	UCB	5
0.6836082	7.5847993	-0.42002526	Ice core	UCB	1
-3.466947	9.78466	-0.938171	Jan Peter Balkenende	UCB	3
-3.4171941	10.5053425	-1.752409	Nathaniel Alexander (governor)	UCB	2
2.0176113	8.8557415	0.5522806	Paleoclimatology	UCSC	2
-0.9509948	9.95826	-1.6965264	Anno Domini	UCLA	3
-0.26126552	9.562455	-1.8303484	Mutualista	UCSB	2
1.5801979	8.031033	2.2482233	Orderly Departure Program	UCSD	2
2.0727623	7.740424	0.5512347	Social Darwinism	UCSD	7
-3.7078674	10.5978365	-0.8505293	Bernard Hopkins	UCB	3
1.5323007	8.740335	0.72871286	United Farm Workers	UCSD	2
-4.417866	9.957942	-0.7979922	Dennis Ritchie	UCLA	1
1.3693572	7.29827	0.6823315	Containment	UCSD	3
2.0408869	11.336577	1.5753902	Nguyễn Khánh	UCB	1
0.85807264	7.1311107	-2.0428977	Lithium-ion battery	UCB	9
0.10799829	10.016618	-1.7906646	Caligula	UCLA	15
1.7368082	3.2906368	3.8564885	Wikipedia:Articles for deletion/Derek Chan	UCSB	1
1.8405188	3.394867	3.6557243	Wikipedia:Articles for deletion/Log/2005 December 5	UCSB	3
1.2816539	8.480859	-1.3254615	Laryngitis	UCSC	2
1.7442745	3.2996397	3.844999	Wikipedia:Articles for deletion/Kitty Ng	UCSB	2
1.7265736	3.2876213	3.8773146	Wikipedia:Articles for deletion/Chung Kam Lun	UCSB	2
1.7379489	3.2958364	3.8587592	Wikipedia:Articles for deletion/Ian Leung	UCSB	2
-2.6187856	12.334552	-0.06217575	Kate Connor	UCSD	2
-2.711662	12.231537	-0.14984705	Rachel McAdams	UCSD	4
-0.4649096	8.174301	2.529154	1959	UCB	1
-0.4287461	8.219074	2.5671256	1951	UCI	2
1.9280111	6.085061	0.2140055	Normal distribution	UCLA	11
1.0239234	9.565036	0.029852783	Talk:Near beer	UCSB	2
0.9030755	6.8180885	1.6904196	Freedom of information laws by country	UCSB	1
-2.6374445	11.734477	-0.11151324	Sara Douglass	UCSD	1
-1.642002	8.334159	-2.3790805	Korn	UCI	5
2.6408606	10.124531	1.9297395	Constantinople	UCSD	1
0.9592872	8.490535	2.2062552	Good Neighbor policy	UCSD	4
1.1251742	9.379736	-0.26071823	Pepsi	UCSC	12
1.5680423	6.6037335	0.43797114	Minimalism	UCSB	5
-2.822443	10.162668	-0.7382373	Abraham Ellstein	UCI	1
-1.2593993	8.447406	0.13614362	Moon	UCB	6
0.861625	9.300159	-1.0393339	Algal bloom	UCB	1
-3.662837	10.602231	-0.21233101	Daniel Craig	UCSB	6
-0.89073026	7.123481	0.34519273	New jack swing	UCLA	2
-4.5669093	10.715576	-0.64750546	Ryan Smith	UCSB	1
-1.1809957	6.3304644	0.6865007	Super Mario Kart	UCSD	4
-1.1536224	6.3253107	0.6856271	Mario Kart 64	UCSD	8
-1.8887713	7.4878087	0.9007894	List of EarthBound characters	UCM	2
-1.1729307	6.3349543	0.69730294	Mario Kart: Double Dash	UCSD	3
0.93942565	8.263441	3.4560883	The Cavaliers Drum and Bugle Corps	UCB	1
2.802142	9.599993	1.9195389	Tel Aviv	UCB	1
-2.0474916	7.981972	0.5509422	Donkey Kong Country 2	UCSD	2
-2.0657375	7.965926	0.5557218	Donkey Kong Country 3	UCSD	1
-0.004431202	10.476953	3.2306073	Pacific Grove, California	UCI	4
0.47605097	7.9660916	-0.41032916	Balloon Fight	UCSD	6
0.9319188	7.4015455	1.6518558	Rare (company)	UCSD	1
-0.07903078	8.441022	-0.0051063625	Pokémon Gold and Silver	UCSD	8
-1.4940649	7.387604	1.2510055	Heroes of Might and Magic	UCB	1
0.21789563	9.70812	3.0298088	Shinjuku Station	UCD	1
0.81891626	6.2485743	0.6447706	Bracero Program	UCSD	6
0.53375137	7.3361464	2.1185389	The Washington Post	UCD	3
1.6388673	9.7822895	2.267319	Talk:Iceland	UCSB	1
-3.8309186	10.147038	-0.22522195	Tom Coburn	UCD	1
1.1454716	8.374561	0.95187813	Talk:Faith	UCB	1
-2.1346588	7.150831	0.902859	Talk:Magneto (Marvel Comics)/Archive 1	UCI	1
-2.6617434	12.086767	0.2352575	Nancy Kerrigan	UCLA	15
1.4225233	9.540377	4.0053988	Discovery Institute	UCB	2
-1.5074649	7.753968	1.7034713	Scrubs (TV series)	UCSB	8
0.67394537	6.533474	-0.9222302	Orbital inclination change	UCB	3
1.360636	9.172462	2.165447	Events preceding World War II in Europe	UCR	1
-1.2570298	7.2614064	1.1693355	The Elder Scrolls IV: Oblivion	UCSC	7
-0.47310418	10.367282	2.1658623	Leaning Tower of Pisa	UCSD	2
-1.9928136	9.436686	0.3402351	Kanye West	UCSC	10
-2.490874	8.337837	-1.8279781	Han shot first	UCSD	2
1.0287787	8.375572	-1.5865508	Fibrillin	UCSF	1
0.33480278	10.181091	3.1106617	Mission District, San Francisco	UCSF	5
-2.6789167	7.862082	-1.6325102	Shenanigans	UCSD	3
-0.7667023	7.8116035	1.5540483	Earth (1998 film)	UCLA	1
0.2904287	10.51716	3.2289333	San Gabriel, California	UCI	3
-4.5592594	10.541306	0.16040345	Mike Jones (rapper)	UCSD	7
-2.0281632	6.1368685	-0.0020763695	Lotus Elise	UCI	1
-0.6247361	7.085383	0.84357625	Anachronism (game)	UCSD	5
1.0517429	9.876249	4.483846	State College, Pennsylvania	UCB	2
1.8162501	8.283788	2.3307567	Declaratory Act	UCSB	1
1.4747689	8.95538	0.9320652	Talk:Jesus Christ Superstar	UCD	1
-0.21399158	9.532868	1.8757135	Fiddler on the Roof	UCSD	3
-0.6161908	9.071587	1.2508782	Of Thee I Sing	UCI	1
1.1940364	10.565253	5.0806704	Trabuco Hills High School	UCLA	11
1.1483546	10.568033	5.1112585	Saddleback Valley Unified School District	UCB	1
0.1061669	8.746012	-2.466924	Principia Discordia	UCLA	1
-2.42503	11.80921	0.18248151	Joan Didion	UCLA	4
-2.582937	10.469971	-1.1212549	Simeon I of Bulgaria	UCLA	2
1.0986967	10.302288	4.731387	Lawrence School, Lovedale	UCLA	1
-2.9071884	10.052595	-0.93351054	Peter I of Bulgaria	UCLA	2
1.3418143	8.156639	-2.3891542	Monosodium glutamate	UCSF	8
-1.3760493	7.5104027	0.9132667	Lightsaber	UCLA	10
0.6601971	6.751193	1.3602699	Hacktivism	UCSD	2
0.08981538	9.294824	1.4962363	Kwanzaa	UCLA	4
1.6056454	8.32315	0.25291297	List of phobias	UCI	3
-3.208404	10.23206	-1.6115546	Jonas Savimbi	UCI	2
-4.479303	10.86496	-1.2075915	Talk:Adam Pascal	UCB	3
0.8667447	7.531682	0.37269372	Walking Purchase	UCSB	1
-0.6230232	7.8199196	1.8850238	Talk:Rent (film)	UCB	1
1.9574221	8.233118	1.7382661	Karl-Marx-Allee	UCD	1
-0.99540704	8.303286	1.1498413	The Murder City Devils	UCB	8
1.5993044	9.7270975	2.4740217	Austria	UCB	1
-2.6865876	11.662498	-0.081955865	Marilyn Monroe	UCSD	5
-2.9388583	9.620701	-1.3184036	Sam Cooke	UCSC	3
-0.057661176	10.349685	3.6981287	Rockville, Connecticut	UCB	1
1.0187769	9.427966	2.987415	List of museums in the United States	UCB	1
1.0624995	9.434329	2.9175081	New England Civil War Museum	UCB	1
2.142394	8.989555	1.1515853	Polytheism	UCSC	2
-0.8183695	9.189623	1.5822512	List of YTMND fads	UCLA	5
1.590352	8.784655	0.59185195	Letters from an American Farmer	UCR	2
-1.639924	9.1556835	-1.4788208	Gargoyle clan	UCSC	4
-0.57929707	8.403555	1.007636	Boyz II Men	UCSB	16
-0.115929805	9.625045	-1.1568334	Melisma	UCSB	1
1.2934835	7.0152564	-1.6791606	Fullerene	UCB	1
0.6343426	9.201186	-1.7710003	Brachiopod	UCR	2
0.31185943	7.038857	3.5318596	Talk:2005 Atlantic hurricane season statistics	UCB	2
-0.37215248	7.1335745	-0.4156164	Unit 101	UCB	2
-1.2851801	9.816104	-0.31087863	Warburg family	UCI	2
1.4683944	7.924052	2.3563938	War bond	UCLA	1
1.2026384	6.0236616	0.45744607	Binary search tree	UCD	1
2.029415	8.987973	1.3472731	Kirkpatrick Doctrine	UCD	1
1.612607	7.3891735	1.0895318	Engineer's degree	UCD	2
0.0019406538	6.519211	1.8225331	Campus radio	UCLA	3
-0.34133774	8.941668	1.9874738	Eames House	UCSB	1
